,Category,Price Bracket,Summary Category,Table,Table Type,Sales 2019,Sales 2020,Profit 2019,Profit 2020,Restaurant,Month,Margin 2019,Margin 2020,Sales Year Change,Profit Year Change,Margin Year Change,Sales % Change,Profit % Change,Margin % Change,Sales Colour,Profit Colour,Margin Colour,Drink Colour Column,Drink Colour
67,,£15-£20,,Spirits,Price Bracket,12366.669999999998,12241.909999999998,9416.549999999997,9142.92,German Gymnasium,January,76.14458864027259,74.68540448345071,-124.76000000000022,-273.6299999999974,-1.4591841568218769,-1.0088406984256897,-2.9058413113082544,-1.9163333637738242,Red,Red,Red,Spirits,Grey
68,,£20+,,Spirits,Price Bracket,36100.0,30239.170000000006,26889.800000000003,22359.030000000006,German Gymnasium,January,74.48698060941828,73.94062072470905,-5860.8299999999945,-4530.769999999997,-0.5463598847092328,-16.234986149584472,-16.849400144292616,-0.7334971564683748,Red,Red,Red,Spirits,Grey
69,,<£6,,Beer,Price Bracket,11756.97,11237.27,7882.379999999999,7370.8099999999995,German Gymnasium,January,67.04431498932124,65.59253270589743,-519.6999999999989,-511.5699999999997,-1.4517822834238103,-4.420356605485928,-6.490044884920541,-2.165406990369055,Red,Red,Red,Beer,Brown
70,,£20+,,Beer,Price Bracket,43417.42,51809.42,30116.280000000002,35996.56,German Gymnasium,January,69.3645085313683,69.4787936247887,8392.0,5880.279999999995,0.11428509342039206,19.328647349381885,19.525253450957404,0.16476018621066074,lime,lime,lime,Beer,Brown
71,,<£6,,Soft Drinks,Price Bracket,24644.510000000002,25094.54,18288.7,18696.2,German Gymnasium,January,74.21003704273285,74.50305923121125,450.02999999999884,407.5,0.2930221884784032,1.8260862155506392,2.2281518095873407,0.3948551977001041,lime,lime,lime,Soft drinks,Brown
72,,£6-£10,,Soft Drinks,Price Bracket,0.0,43.67,0.0,33.39,German Gymnasium,January,0.0,76.45981222807418,43.67,33.39,76.45981222807418,100.0,100.0,100.0,lime,lime,lime,Soft drinks,Brown
0,,,Beverage,Summary,Summary,49966.35000000001,55089.43999999997,36209.25,40299.93000000001,Issho,January,72.46727047302834,73.15363888251547,5123.08999999996,4090.6800000000076,0.6863684094871303,10.253080323057336,11.297334244702686,0.9471426272948841,lime,lime,lime,Beverage,Black
1,,,Wine,Summary,Summary,22838.85000000001,22770.799999999996,16407.24,16223.199999999999,Issho,January,71.83916878476803,71.24563036871784,-68.05000000001382,-184.0400000000027,-0.593538416050194,-0.2979572088787912,-1.1216999324688532,-0.8262044593367305,Red,Red,Red,Wine,Purple
2,,,Spirits,Summary,Summary,16042.839999999995,19017.849999999995,11879.550000000001,14300.150000000001,Issho,January,74.04892151264991,75.19330523692219,2975.01,2420.6000000000004,1.1443837242722736,18.544160510233855,20.37619270090197,1.5454427976736658,lime,lime,lime,Spirits,Grey
3,,,Beer,Summary,Summary,5406.41,5995.5,3376.9700000000003,3943.29,Issho,January,62.462336374784755,65.77082812109082,589.0900000000001,566.3199999999997,3.3084917463060606,10.89613995238985,16.770063103906747,5.2967787283116365,lime,lime,lime,Beer,Brown
4,,,Soft Drinks,Summary,Summary,5616.96,7206.55,4505.620000000001,5768.670000000001,Issho,January,80.21456446191536,80.04759559012288,1589.5900000000001,1263.0500000000002,-0.1669688717924771,28.299827664786648,28.03276796534106,-0.20815281228853563,lime,lime,Red,Soft drinks,Brown
5,White Wine,,,Wine,Category,9112.269999999999,8607.44,7080.509999999999,6774.98,Issho,January,77.70303118761845,78.71074326396698,-504.8299999999981,-305.52999999999975,1.0077120763485254,-5.540112397898637,-4.315084647857284,1.2968761462025162,Red,Red,lime,White,Gold
6,Red Wine,,,Wine,Category,4721.9,4385.72,3562.7299999999996,3299.0099999999993,Issho,January,75.45119549333954,75.22162837572847,-336.1799999999994,-263.72000000000025,-0.22956711761106874,-7.119591689785879,-7.402188770970584,-0.3042590857706606,Red,Red,Red,Red,Red
7,Sparkling Wine,,,Wine,Category,7635.1,7858.58,4664.91,4660.18,Issho,January,61.09821744312451,59.300535211195914,223.47999999999956,-4.729999999999563,-1.7976822319285972,2.927008159683561,-0.10139531094918365,-2.942282618313758,lime,Red,Red,Sparkling,Yellow
8,Rose Wine,,,Wine,Category,1274.58,1833.75,1032.2,1418.4399999999998,Issho,January,80.98353967581478,77.35187457396046,559.1700000000001,386.2399999999998,-3.631665101854324,43.870922186131914,37.41910482464637,-4.48444846495009,lime,lime,Red,Rose,Pink
9,Sweet Wine,,,Wine,Category,95.0,85.31,66.89,70.59,Issho,January,70.41052631578948,82.74528191302309,-9.689999999999998,3.700000000000003,12.33475559723361,-10.199999999999998,5.531469576917331,17.518340286099455,Red,lime,lime,Sweet,Orange
10,Vodka,,,Spirits,Category,2596.64,3355.77,1970.37,2589.5699999999997,Issho,January,75.8815238153922,77.16768431686319,759.1300000000001,619.1999999999998,1.286160501470988,29.235088421960693,31.425569816836425,1.69495871564205,lime,lime,lime,Spirits,Grey
11,Gin,,,Spirits,Category,4866.84,5131.889999999999,3677.2299999999996,3920.65,Issho,January,75.55682948278553,76.39777937562965,265.0499999999993,243.42000000000053,0.8409498928441224,5.4460389082032545,6.619656643723687,1.1130031508742966,lime,lime,lime,Spirits,Grey
12,Whiskey,,,Spirits,Category,1683.85,2481.04,1251.17,1904.1299999999997,Issho,January,74.3041244766458,76.7472511527424,797.19,652.9599999999996,2.443126676096597,47.34329067315973,52.18795207685603,3.2880095059386445,lime,lime,lime,Spirits,Grey
13,Rum,,,Spirits,Category,1026.0700000000002,1347.6299999999999,796.4500000000002,1051.67,Issho,January,77.6214098453322,78.03848237275811,321.5599999999997,255.2199999999999,0.4170725274259155,31.338992466400896,32.044698348923326,0.5373163515800228,lime,lime,lime,Spirits,Grey
14,Tequila,,,Spirits,Category,384.23,891.02,300.55,669.84,Issho,January,78.22137782057622,75.17676370900766,506.78999999999996,369.29,-3.0446141115685634,131.89756135647917,122.8714024288804,-3.892304375604688,lime,lime,Red,Spirits,Grey
15,Liqueurs,,,Spirits,Category,1776.6999999999996,2818.9000000000005,1367.2899999999995,2182.53,Issho,January,76.95671750999043,77.42488204618823,1042.200000000001,815.2400000000007,0.4681645361978042,58.65931220802618,59.62451272224627,0.6083478497338815,lime,lime,lime,Spirits,Grey
16,Aperitif/Mart,,,Spirits,Category,160.10000000000002,474.41,121.72,351.29999999999995,Issho,January,76.02748282323547,74.04987247317719,314.31,229.57999999999996,-1.977610350058285,196.3210493441599,188.6132106473874,-2.601178253732595,lime,lime,Red,Spirits,Grey
17,Digestif,,,Spirits,Category,146.72,311.93,111.47000000000001,234.66,Issho,January,75.97464558342422,75.22841663193664,165.21,123.18999999999998,-0.7462289514875806,112.60223555070883,110.51403965192425,-0.9822078744259246,lime,lime,Red,Spirits,Grey
18,Other,,,Spirits,Category,3401.69,2205.26,2283.3,1395.8000000000002,Issho,January,67.12251851285684,63.29412404886499,-1196.4299999999998,-887.5,-3.828394463991856,-35.17163527540722,-38.86918057197915,-5.703591803186816,Red,Red,Red,Spirits,Grey
19,Bottled,,,Beer,Category,835.4999999999999,674.63,579.66,497.97999999999996,Issho,January,69.37881508078996,73.81527652194536,-160.8699999999999,-81.68,4.4364614411554015,-19.254338719329734,-14.091018873132526,6.394547724675391,Red,Red,lime,Beer,Brown
20,Draft,,,Beer,Category,4431.95,5209.08,2710.13,3367.82,Issho,January,61.14983246652152,64.65287536378786,777.1300000000001,657.69,3.50304289726634,17.53471948013854,24.267839550132283,5.7286222316049615,lime,lime,lime,Beer,Brown
21,Cider Bottled,,,Beer,Category,138.96,111.78999999999999,87.18,77.49000000000001,Issho,January,62.73747841105354,69.31747025673138,-27.170000000000016,-9.689999999999998,6.579991845677846,-19.55238917674152,-11.114934618031654,10.488135660419747,Red,Red,lime,Beer,Brown
22,Water,,,Soft Drinks,Category,2148.17,1821.18,1863.56,1547.77,Issho,January,86.75104856691974,84.9872060971458,-326.99,-315.78999999999996,-1.7638424697739339,-15.22179343348059,-16.945523621455706,-2.03322322774382,Red,Red,Red,Soft drinks,Brown
23,Sodas,,,Soft Drinks,Category,2626.16,3948.9700000000003,1940.04,3139.55,Issho,January,73.87364060072501,79.50300964555315,1322.8100000000004,1199.5100000000002,5.629369044828138,50.37050293965335,61.82913754355581,7.6202675258066135,lime,lime,lime,Soft drinks,Brown
24,Juice,,,Soft Drinks,Category,464.54999999999995,344.58,391.16,263.70000000000005,Issho,January,84.20191583252613,76.5279470659934,-119.96999999999997,-127.45999999999998,-7.673968766532724,-25.824991927671938,-32.585131404029035,-9.113769788559095,Red,Red,Red,Soft drinks,Brown
25,Syrups,,,Soft Drinks,Category,37.16,193.04,27.560000000000002,144.66,Issho,January,74.16576964477935,74.93783671777871,155.88,117.1,0.7720670729993628,419.4833153928956,424.89114658925973,1.041001902491158,lime,lime,lime,Soft drinks,Brown
26,Purees,,,Soft Drinks,Category,171.04,517.07,130.85,398.65000000000003,Issho,January,76.50257249766138,77.0978784303866,346.0300000000001,267.80000000000007,0.5953059327252248,202.30940130963523,204.66182651891484,0.7781515226085016,lime,lime,lime,Soft drinks,Brown
27,Cordials,,,Soft Drinks,Category,169.88,87.62,152.45000000000002,64.02000000000001,Issho,January,89.73981634094656,73.0655101574983,-82.25999999999999,-88.43,-16.674306183448266,-48.422415822933836,-58.00590357494259,-18.580722429938938,Red,Red,Red,Soft drinks,Brown
28,Fresh Juice,,,Soft Drinks,Category,0.0,294.09000000000003,0.0,210.32,Issho,January,0.0,71.51552245911115,294.09000000000003,210.32,71.51552245911115,100.0,100.0,100.0,lime,lime,lime,Soft drinks,Brown
29,,<£6,,Wine,Price Bracket,7614.110000000001,9407.32,5487.099999999999,7089.509999999999,Issho,January,72.06489005280984,75.3616332813171,1793.2099999999991,1602.4099999999999,3.2967432285072533,23.551143863169813,29.203222102750086,4.574687099489597,lime,lime,lime,Wine,Purple
30,,£6-£10,,Wine,Price Bracket,9398.64,6735.170000000001,7328.729999999999,5238.669999999999,Issho,January,77.97649447154056,77.78081325341452,-2663.4699999999984,-2090.0599999999995,-0.19568121812604033,-28.338887328379407,-28.51872016024604,-0.2509489807822266,Red,Red,Red,Wine,Purple
31,,£10-£15,,Wine,Price Bracket,1714.8999999999999,1582.0900000000001,1277.0400000000002,1152.8999999999999,Issho,January,74.4673158784769,72.87196050793568,-132.80999999999972,-124.14000000000033,-1.5953553705412133,-7.744474896495407,-9.720917120841971,-2.142356484480616,Red,Red,Red,Wine,Purple
32,,£15-£20,,Wine,Price Bracket,505.83,353.34000000000003,370.65999999999997,250.85,Issho,January,73.27758337781468,70.99394351049979,-152.48999999999995,-119.80999999999997,-2.283639867314889,-30.14649190439475,-32.323423083148974,-3.116423552808208,Red,Red,Red,Wine,Purple
33,,£20+,,Wine,Price Bracket,3605.37,4692.88,1943.71,2491.27,Issho,January,53.91152641753829,53.08616457271441,1087.5100000000002,547.56,-0.8253618448238811,30.16361704901301,28.17086911113283,-1.5309561788912316,lime,lime,Red,Wine,Purple
34,,<£6,,White Wine,Price Bracket,3237.8,5516.67,2584.92,4432.4,Issho,January,79.83569090122923,80.34557078817474,2278.87,1847.4799999999996,0.5098798869455123,70.38328494656865,71.47145753060055,0.638661582544984,lime,lime,lime,White,Gold
35,,£6-£10,,White Wine,Price Bracket,5255.31,2503.26,4038.49,1922.46,Issho,January,76.84589491390612,76.79825507538169,-2752.05,-2116.0299999999997,-0.04763983852443232,-52.36703448512077,-52.39656406231041,-0.061993992753686264,Red,Red,Red,White,Gold
36,,£10-£15,,White Wine,Price Bracket,348.33000000000004,234.17000000000002,261.12,169.27,Issho,January,74.96339677891653,72.28509202715976,-114.16000000000003,-91.85,-2.6783047517567695,-32.77351936382167,-35.17539828431372,-3.572816690331785,Red,Red,Red,White,Gold
37,,£15-£20,,White Wine,Price Bracket,270.83,353.34000000000003,195.98,250.85,Issho,January,72.36273677214488,70.99394351049979,82.51000000000005,54.870000000000005,-1.368793261645095,30.465605730532086,27.997754872946224,-1.8915719923019751,lime,lime,Red,White,Gold
38,,<£6,,Red Wine,Price Bracket,1877.74,1312.46,1500.37,1034.6399999999999,Issho,January,79.9029684620874,78.83211678832116,-565.28,-465.73,-1.0708516737662421,-30.10427428717501,-31.04100988422856,-1.3401901010402923,Red,Red,Red,Red,Red
39,,£6-£10,,Red Wine,Price Bracket,1198.33,1958.6799999999998,918.83,1485.42,Issho,January,76.675873924545,75.83780913676559,760.3499999999999,566.59,-0.8380647877794161,63.45080236662689,61.66429045634122,-1.0929967209818001,lime,lime,Red,Red,Red
40,,£10-£15,,Red Wine,Price Bracket,962.5,402.08,726.78,294.13,Issho,January,75.50961038961039,73.15210903302825,-560.4200000000001,-432.65,-2.3575013565821337,-58.22545454545456,-59.52970637606979,-3.122120938537527,Red,Red,Red,Red,Red
41,,£15-£20,,Red Wine,Price Bracket,200.0,0.0,151.53,0.0,Issho,January,75.765,0.0,-200.0,-151.53,-75.765,-100.0,-100.0,-100.0,Red,Red,Red,Red,Red
42,,£20+,,Red Wine,Price Bracket,483.33000000000004,712.5,265.21999999999997,484.82,Issho,January,54.87348188608196,68.04491228070175,229.16999999999996,219.60000000000002,13.17143039461979,47.41480975730866,82.79918558178117,24.003270690866394,lime,lime,lime,Red,Red
43,,<£6,,Sparkling Wine,Price Bracket,1358.16,1473.61,470.0,749.08,Issho,January,34.605642928668196,50.83298837548605,115.44999999999982,279.08000000000004,16.227345446817857,8.500471225776037,59.37872340425533,46.89219466393647,lime,lime,lime,Sparkling,Yellow
44,,£6-£10,,Sparkling Wine,Price Bracket,2793.33,2187.92,2259.5,1760.2,Issho,January,80.88911800610741,80.4508391531683,-605.4099999999999,-499.29999999999995,-0.4382788529391064,-21.673414884743295,-22.097809249834032,-0.541826717539453,Red,Red,Red,Sparkling,Yellow
45,,£10-£15,,Sparkling Wine,Price Bracket,361.57,216.67,256.92,144.45,Issho,January,71.05678015322067,66.66820510453685,-144.9,-112.47000000000003,-4.388575048683819,-40.07522748015599,-43.77627276973378,-6.1761524223595226,Red,Red,Red,Sparkling,Yellow
46,,£20+,,Sparkling Wine,Price Bracket,3122.04,3980.3799999999997,1678.49,2006.45,Issho,January,53.7626039384505,50.40850371070099,858.3399999999997,327.96000000000004,-3.3541002277495124,27.492921295050664,19.53899040208759,-6.238723540231451,lime,lime,Red,Sparkling,Yellow
47,,<£6,,Rose Wine,Price Bracket,1140.41,1104.58,931.81,873.39,Issho,January,81.70833296796765,79.06987271179996,-35.830000000000155,-58.41999999999996,-2.63846025616769,-3.141852491647754,-6.269518464064558,-3.229120164771998,Red,Red,Red,Rose,Pink
48,,£6-£10,,Rose Wine,Price Bracket,91.67,0.0,68.17,0.0,Issho,January,74.36456856114323,0.0,-91.67,-68.17,-74.36456856114323,-100.0,-100.0,-100.0,Red,Red,Red,Rose,Pink
49,,£10-£15,,Rose Wine,Price Bracket,42.5,729.17,32.22,545.05,Issho,January,75.81176470588234,74.7493725742968,686.67,512.8299999999999,-1.0623921315855398,1615.6941176470589,1591.6511483550587,-1.401355232538344,lime,lime,Red,Rose,Pink
50,,£6-£10,,Sweet Wine,Price Bracket,60.0,85.31,43.74,70.59,Issho,January,72.89999999999999,82.74528191302309,25.310000000000002,26.85,9.8452819130231,42.18333333333334,61.38545953360768,13.505187809359537,lime,lime,lime,Sweet,Orange
51,,£15-£20,,Sweet Wine,Price Bracket,35.0,0.0,23.15,0.0,Issho,January,66.14285714285714,0.0,-35.0,-23.15,-66.14285714285714,-100.0,-100.0,-100.0,Red,Red,Red,Sweet,Orange
52,,<£6,,Spirits,Price Bracket,217.83,39.02,125.43,11.68,Issho,January,57.58160033053299,29.933367503844178,-178.81,-113.75,-27.648232826688815,-82.08694853785062,-90.68803316590926,-48.0157422995904,Red,Red,Red,Spirits,Grey
53,,£6-£10,,Spirits,Price Bracket,574.48,220.96,428.11999999999995,170.96000000000004,Issho,January,74.52304692939701,77.37146994931211,-353.52,-257.1599999999999,2.848423019915103,-61.537390335607846,-60.067270858637755,3.8222041868654313,Red,Red,lime,Spirits,Grey
54,,£10-£15,,Spirits,Price Bracket,3611.8700000000003,5395.129999999999,2820.9899999999993,4199.379999999999,Issho,January,78.10330936606243,77.83649328190423,1783.2599999999989,1378.3899999999999,-0.2668160841582079,49.37220885580042,48.86192435988785,-0.3416194349815159,lime,lime,Red,Spirits,Grey
55,,£15-£20,,Spirits,Price Bracket,2493.94,3647.1099999999997,1878.1200000000001,2778.7,Issho,January,75.30734500429041,76.18909218531934,1153.1699999999996,900.5799999999997,0.8817471810289277,46.23888305251929,47.951142631993676,1.1708647821519838,lime,lime,lime,Spirits,Grey
56,,£20+,,Spirits,Price Bracket,9144.719999999998,9715.630000000003,6626.8899999999985,7139.430000000001,Issho,January,72.46684425548295,73.48396346917286,570.9100000000053,512.5400000000027,1.0171192136899094,6.243056102319213,7.734246381032472,1.4035649325421709,lime,lime,lime,Spirits,Grey
57,,<£6,,Beer,Price Bracket,974.4599999999999,786.42,666.8399999999999,575.4699999999999,Issho,January,68.43174681361984,73.17591109076574,-188.03999999999996,-91.37,4.744164277145899,-19.296841327504463,-13.701937496250977,6.932694981566183,Red,Red,lime,Beer,Brown
58,,£20+,,Beer,Price Bracket,4431.95,5209.08,2710.13,3367.82,Issho,January,61.14983246652152,64.65287536378786,777.1300000000001,657.69,3.50304289726634,17.53471948013854,24.267839550132283,5.7286222316049615,lime,lime,lime,Beer,Brown
59,,<£6,,Soft Drinks,Price Bracket,5480.36,6689.4800000000005,4399.5,5370.02,Issho,January,80.27757300615288,80.27559690738293,1209.1200000000008,970.5200000000004,-0.001976098769944201,22.06278419665863,22.059779520400056,-0.002461582601398205,lime,lime,Red,Soft drinks,Brown
60,,£6-£10,,Soft Drinks,Price Bracket,136.6,517.07,106.11999999999999,398.65000000000003,Issho,January,77.68667642752561,77.0978784303866,380.47,292.53000000000003,-0.5887979971390109,278.5285505124451,275.6596306068602,-0.757913743019119,lime,lime,Red,Soft drinks,Brown
0,,,Beverage,Summary,Summary,32785.23,39571.05999999998,24319.949999999986,28683.910000000007,Launceston Place,January,74.17959245672513,72.48709031297119,6785.82999999998,4363.960000000021,-1.6925021437539414,20.697826429767243,17.943951365031687,-2.2816277195662846,lime,lime,Red,Beverage,Black
1,,,Wine,Summary,Summary,27782.52,33150.28,20076.13999999999,23177.300000000007,Launceston Place,January,72.2617674710573,69.91584988120766,5367.759999999998,3101.160000000018,-2.345917589849634,19.32063758075221,15.446993296520247,-3.246416012159175,lime,lime,Red,Wine,Purple
2,,,Spirits,Summary,Summary,1741.1800000000003,2414.4100000000003,1402.5900000000004,1999.2799999999997,Launceston Place,January,80.55399212028625,82.80615139930664,673.23,596.6899999999994,2.2521592790203897,38.66515811116599,42.542011564320234,2.795838194657542,lime,lime,lime,Spirits,Grey
3,,,Beer,Summary,Summary,369.58000000000004,200.83,279.49,154.13,Launceston Place,January,75.62368093511553,76.74650201663098,-168.75000000000003,-125.36000000000001,1.122821081515454,-45.65993830835002,-44.853125335432395,1.484747988502206,Red,Red,lime,Beer,Brown
