,SiteName,2019,2020,Shift,Area,Measure,Year Change,% Change,Colour,Table,GenericLocation,RevenueType,LocationName,Day,OrdDay,OrdSession,Session,DaySession,Colour_TY,Colour_LY,Colour_CHG,Count,Average_TY,Average_LY,Average_Year Change,Average_% Change,Average_Colour
5339,Fiume,6.66,3.33,,,Revenue,-3.33,-50.0,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,3.33,6.66,-3.33,-50.0,salmon
5340,Fiume,0.0,58.33,,,Revenue,58.33,100.0,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,58.33,0.0,58.33,100.0,lime
5341,Fiume,30.41,23.75,,,Revenue,-6.66,-21.900690562315027,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,23.75,30.41,-6.66,-21.900690562315027,salmon
5342,Fiume,69.59,7.5,,,Revenue,-62.09,-89.22258945250755,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,7.5,69.59,-62.09,-89.22258945250755,salmon
5343,Fiume,20.41,13.32,,,Revenue,-7.09,-34.737873591376776,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,13.32,20.41,-7.09,-34.737873591376776,salmon
5344,Fiume,12.08,28.759999999999998,,,Revenue,16.68,138.0794701986755,lime,Daily,Full Site,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,lime,1.0,28.759999999999998,12.08,16.68,138.0794701986755,lime
5345,Fiume,335.8,324.45,,,Revenue,-11.350000000000023,-3.379988088147714,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,324.45,335.8,-11.350000000000023,-3.379988088147714,salmon
5346,Fiume,271.68,226.68,,,Revenue,-45.0,-16.563604240282682,Red,Daily,Full Site,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,226.68,271.68,-45.0,-16.563604240282682,salmon
5347,Fiume,267.9,64.99,,,Revenue,-202.90999999999997,-75.74094811496826,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,64.99,267.9,-202.90999999999997,-75.74094811496826,red
5348,Fiume,595.0,280.42999999999995,,,Revenue,-314.57000000000005,-52.86890756302521,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,280.42999999999995,595.0,-314.57000000000005,-52.86890756302521,red
5349,Fiume,216.64000000000001,85.39,,,Revenue,-131.25,-60.584379615952734,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,85.39,216.64000000000001,-131.25,-60.584379615952734,red
5350,Fiume,715.0099999999999,119.16999999999999,,,Revenue,-595.8399999999999,-83.33310023636034,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,119.16999999999999,715.0099999999999,-595.8399999999999,-83.33310023636034,red
5351,Fiume,205.83,166.89,,,Revenue,-38.940000000000026,-18.91852499635623,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,166.89,205.83,-38.940000000000026,-18.91852499635623,red
5352,Fiume,617.1,274.59,,,Revenue,-342.51000000000005,-55.50315994166262,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,274.59,617.1,-342.51000000000005,-55.50315994166262,red
5353,Fiume,89.46,36.239999999999995,,,Revenue,-53.22,-59.49027498323273,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,36.239999999999995,89.46,-53.22,-59.49027498323273,red
5354,Fiume,415.82000000000005,337.07,,,Revenue,-78.75000000000006,-18.93848299745083,Red,Daily,Full Site,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,337.07,415.82000000000005,-78.75000000000006,-18.93848299745083,red
5355,German Gymnasium,589.39,655.59,,,Revenue,66.20000000000005,11.231951678854417,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime,1.0,655.59,589.39,66.20000000000005,11.231951678854417,lime
5356,German Gymnasium,429.15999999999997,458.71000000000004,,,Revenue,29.550000000000068,6.885543853108414,lime,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime,1.0,458.71000000000004,429.15999999999997,29.550000000000068,6.885543853108414,lime
5357,German Gymnasium,1312.6699999999996,943.6400000000001,,,Revenue,-369.0299999999995,-28.11293013476347,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,943.6400000000001,1312.6699999999996,-369.0299999999995,-28.11293013476347,salmon
5358,German Gymnasium,833.2499999999999,478.13,,,Revenue,-355.1199999999999,-42.61866186618661,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,478.13,833.2499999999999,-355.1199999999999,-42.61866186618661,salmon
5359,German Gymnasium,1650.17,1099.6600000000003,,,Revenue,-550.5099999999998,-33.36080525036813,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,1099.6600000000003,1650.17,-550.5099999999998,-33.36080525036813,salmon
5360,German Gymnasium,733.31,954.5899999999999,,,Revenue,221.27999999999997,30.175505584268592,lime,Daily,Full Site,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,954.5899999999999,733.31,221.27999999999997,30.175505584268592,lime
5361,German Gymnasium,1599.33,1200.38,,,Revenue,-398.9499999999998,-24.944820643644515,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,1200.38,1599.33,-398.9499999999998,-24.944820643644515,salmon
5362,German Gymnasium,1064.19,830.83,,,Revenue,-233.36,-21.928415038667907,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,830.83,1064.19,-233.36,-21.928415038667907,salmon
5363,German Gymnasium,1633.27,2468.0499999999997,,,Revenue,834.7799999999997,51.11096144544379,lime,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,2468.0499999999997,1633.27,834.7799999999997,51.11096144544379,lime
5364,German Gymnasium,1723.3,1468.97,,,Revenue,-254.32999999999993,-14.758312539894385,Red,Daily,Full Site,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,1468.97,1723.3,-254.32999999999993,-14.758312539894385,salmon
5365,German Gymnasium,2935.5499999999997,2361.0099999999998,,,Revenue,-574.54,-19.571800855035683,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,2361.0099999999998,2935.5499999999997,-574.54,-19.571800855035683,red
5366,German Gymnasium,3282.95,2178.7799999999997,,,Revenue,-1104.17,-33.63346989750073,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,2178.7799999999997,3282.95,-1104.17,-33.63346989750073,red
5367,German Gymnasium,4013.33,4007.0099999999998,,,Revenue,-6.320000000000164,-0.15747521384984947,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,4007.0099999999998,4013.33,-6.320000000000164,-0.15747521384984947,red
5368,German Gymnasium,5107.799999999999,2869.1,,,Revenue,-2238.6999999999994,-43.829045773131284,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,2869.1,5107.799999999999,-2238.6999999999994,-43.829045773131284,red
5369,German Gymnasium,5316.330000000001,4720.68,,,Revenue,-595.6500000000005,-11.204157755444083,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,4720.68,5316.330000000001,-595.6500000000005,-11.204157755444083,red
5370,German Gymnasium,4087.8699999999994,3986.97,,,Revenue,-100.89999999999964,-2.468278100820223,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,3986.97,4087.8699999999994,-100.89999999999964,-2.468278100820223,red
5371,German Gymnasium,5868.1,4964.420000000001,,,Revenue,-903.6799999999994,-15.39987389444623,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,4964.420000000001,5868.1,-903.6799999999994,-15.39987389444623,red
5372,German Gymnasium,6569.66,5050.849999999999,,,Revenue,-1518.8100000000004,-23.11854799182911,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,5050.849999999999,6569.66,-1518.8100000000004,-23.11854799182911,red
5373,German Gymnasium,2195.08,2025.1699999999998,,,Revenue,-169.91000000000008,-7.74049237385426,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,2025.1699999999998,2195.08,-169.91000000000008,-7.74049237385426,red
5374,German Gymnasium,1519.62,1677.8500000000001,,,Revenue,158.23000000000025,10.412471538937384,lime,Daily,Full Site,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,limegreen,1.0,1677.8500000000001,1519.62,158.23000000000025,10.412471538937384,limegreen
5375,Issho,161.03,56.279999999999994,,,Revenue,-104.75,-65.04999068496554,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,56.279999999999994,161.03,-104.75,-65.04999068496554,salmon
5376,Issho,92.5,39.58,,,Revenue,-52.92,-57.210810810810806,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,39.58,92.5,-52.92,-57.210810810810806,salmon
5377,Issho,47.62,65.18,,,Revenue,17.56000000000001,36.875262494750125,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,65.18,47.62,17.56000000000001,36.875262494750125,lime
5378,Issho,67.10000000000001,27.08,,,Revenue,-40.02000000000001,-59.64232488822654,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,27.08,67.10000000000001,-40.02000000000001,-59.64232488822654,salmon
5379,Issho,145.31,104.73000000000002,,,Revenue,-40.579999999999984,-27.926501961324053,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,104.73000000000002,145.31,-40.579999999999984,-27.926501961324053,salmon
5380,Issho,78.33999999999999,95.28,,,Revenue,16.940000000000012,21.62369160071485,lime,Daily,Full Site,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,95.28,78.33999999999999,16.940000000000012,21.62369160071485,lime
5381,Issho,255.26999999999998,80.03999999999999,,,Revenue,-175.23,-68.64496415559995,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,80.03999999999999,255.26999999999998,-175.23,-68.64496415559995,salmon
5382,Issho,733.37,58.34,,,Revenue,-675.03,-92.04494320738507,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,58.34,733.37,-675.03,-92.04494320738507,salmon
5383,Issho,328.05,339.07000000000005,,,Revenue,11.020000000000039,3.3592440176802434,lime,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,339.07000000000005,328.05,11.020000000000039,3.3592440176802434,lime
5384,Issho,209.16,385.4,,,Revenue,176.23999999999998,84.26085293555172,lime,Daily,Full Site,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,385.4,209.16,176.23999999999998,84.26085293555172,lime
5385,Issho,286.90999999999997,729.43,,,Revenue,442.52,154.23652016311738,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen,1.0,729.43,286.90999999999997,442.52,154.23652016311738,limegreen
5386,Issho,90.41,710.4399999999999,,,Revenue,620.03,685.7980311912399,lime,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen,1.0,710.4399999999999,90.41,620.03,685.7980311912399,limegreen
5387,Issho,464.81,252.15,,,Revenue,-212.66,-45.7520277102472,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,252.15,464.81,-212.66,-45.7520277102472,red
5388,Issho,840.87,473.86999999999995,,,Revenue,-367.00000000000006,-43.64527215859765,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,473.86999999999995,840.87,-367.00000000000006,-43.64527215859765,red
5389,Issho,385.53999999999996,476.12,,,Revenue,90.58000000000004,23.494319655548075,lime,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,476.12,385.53999999999996,90.58000000000004,23.494319655548075,limegreen
5390,Issho,498.34,774.18,,,Revenue,275.84,55.35176786932616,lime,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,774.18,498.34,275.84,55.35176786932616,limegreen
5391,Issho,589.8900000000001,921.28,,,Revenue,331.3899999999999,56.178270525013104,lime,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,limegreen,1.0,921.28,589.8900000000001,331.3899999999999,56.178270525013104,limegreen
5392,Issho,631.67,911.2499999999999,,,Revenue,279.5799999999999,44.26045245143824,lime,Daily,Full Site,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,limegreen,1.0,911.2499999999999,631.67,279.5799999999999,44.26045245143824,limegreen
5393,Issho,25.159999999999997,33.92,,,Revenue,8.760000000000005,34.81717011128778,lime,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,limegreen,1.0,33.92,25.159999999999997,8.760000000000005,34.81717011128778,limegreen
5394,Issho,5.42,69.17,,,Revenue,63.75,1176.1992619926198,lime,Daily,Full Site,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,limegreen,1.0,69.17,5.42,63.75,1176.1992619926198,limegreen
5395,Launceston Place,57.120000000000005,66.75,,,Revenue,9.629999999999995,16.85924369747898,lime,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,66.75,57.120000000000005,9.629999999999995,16.85924369747898,lime
5396,Launceston Place,170.0,162.5,,,Revenue,-7.5,-4.411764705882353,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,162.5,170.0,-7.5,-4.411764705882353,salmon
5397,Launceston Place,152.31,32.730000000000004,,,Revenue,-119.58,-78.51093165255072,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,32.730000000000004,152.31,-119.58,-78.51093165255072,salmon
5398,Launceston Place,1121.69,537.08,,,Revenue,-584.61,-52.118678066132354,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,537.08,1121.69,-584.61,-52.118678066132354,salmon
5399,Launceston Place,259.27,48.65,,,Revenue,-210.61999999999998,-81.23577737493733,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,48.65,259.27,-210.61999999999998,-81.23577737493733,salmon
5400,Launceston Place,237.06,280.0,,,Revenue,42.94,18.113557749093058,lime,Daily,Full Site,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,280.0,237.06,42.94,18.113557749093058,lime
5401,Launceston Place,90.17,78.25,,,Revenue,-11.920000000000002,-13.219474326272598,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,78.25,90.17,-11.920000000000002,-13.219474326272598,red
5402,Launceston Place,551.64,631.6800000000001,,,Revenue,80.04000000000008,14.509462693060707,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen,1.0,631.6800000000001,551.64,80.04000000000008,14.509462693060707,limegreen
5403,Launceston Place,223.26,121.05000000000001,,,Revenue,-102.20999999999998,-45.780704111797895,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,121.05000000000001,223.26,-102.20999999999998,-45.780704111797895,red
5404,Launceston Place,1501.24,584.98,,,Revenue,-916.26,-61.0335456023021,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,584.98,1501.24,-916.26,-61.0335456023021,red
5405,Launceston Place,60.370000000000005,111.03,,,Revenue,50.66,83.91585224449229,lime,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,limegreen,1.0,111.03,60.370000000000005,50.66,83.91585224449229,limegreen
5406,Launceston Place,403.71,734.14,,,Revenue,330.43,81.84835649352259,lime,Daily,Full Site,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,limegreen,1.0,734.14,403.71,330.43,81.84835649352259,limegreen
5407,Launceston Place,186.46,58.79,,,Revenue,-127.67000000000002,-68.47044942615038,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,58.79,186.46,-127.67000000000002,-68.47044942615038,red
5408,Launceston Place,485.84000000000003,460.0,,,Revenue,-25.840000000000032,-5.318623415116094,Red,Daily,Full Site,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,460.0,485.84000000000003,-25.840000000000032,-5.318623415116094,red
5409,Le Pont de la Tour,87.39,133.02,,,Revenue,45.63000000000001,52.21421215242019,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime,1.0,133.02,87.39,45.63000000000001,52.21421215242019,lime
5410,Le Pont de la Tour,156.67000000000002,115.82000000000001,,,Revenue,-40.85000000000001,-26.073913320993174,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,115.82000000000001,156.67000000000002,-40.85000000000001,-26.073913320993174,salmon
5411,Le Pont de la Tour,213.48000000000002,102.28,,,Revenue,-111.20000000000002,-52.089188682780595,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,102.28,213.48000000000002,-111.20000000000002,-52.089188682780595,salmon
5412,Le Pont de la Tour,229.59000000000003,217.49,,,Revenue,-12.100000000000023,-5.270264384337306,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,217.49,229.59000000000003,-12.100000000000023,-5.270264384337306,salmon
5413,Le Pont de la Tour,105.26,59.879999999999995,,,Revenue,-45.38000000000001,-43.11229336880107,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,59.879999999999995,105.26,-45.38000000000001,-43.11229336880107,salmon
5414,Le Pont de la Tour,410.84000000000003,303.31,,,Revenue,-107.53000000000003,-26.17320611430241,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,303.31,410.84000000000003,-107.53000000000003,-26.17320611430241,salmon
5415,Le Pont de la Tour,182.05,133.87,,,Revenue,-48.18000000000001,-26.46525679758308,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,133.87,182.05,-48.18000000000001,-26.46525679758308,salmon
5416,Le Pont de la Tour,257.09000000000003,345.43,,,Revenue,88.33999999999997,34.361507643237765,lime,Daily,Full Site,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,lime,1.0,345.43,257.09000000000003,88.33999999999997,34.361507643237765,lime
5417,Le Pont de la Tour,487.86,313.09,,,Revenue,-174.77000000000004,-35.823801910384134,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,313.09,487.86,-174.77000000000004,-35.823801910384134,salmon
5418,Le Pont de la Tour,1542.9299999999998,920.86,,,Revenue,-622.0699999999998,-40.31744797236426,Red,Daily,Full Site,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,920.86,1542.9299999999998,-622.0699999999998,-40.31744797236426,salmon
5419,Le Pont de la Tour,288.33,225.23,,,Revenue,-63.099999999999994,-21.88464606527243,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,225.23,288.33,-63.099999999999994,-21.88464606527243,red
5420,Le Pont de la Tour,1754.1100000000001,895.3599999999999,,,Revenue,-858.7500000000002,-48.95645084971867,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,895.3599999999999,1754.1100000000001,-858.7500000000002,-48.95645084971867,red
5421,Le Pont de la Tour,633.37,355.76000000000005,,,Revenue,-277.60999999999996,-43.83062033250706,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,355.76000000000005,633.37,-277.60999999999996,-43.83062033250706,red
5422,Le Pont de la Tour,2828.3999999999996,1581.26,,,Revenue,-1247.1399999999996,-44.093480412954314,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,1581.26,2828.3999999999996,-1247.1399999999996,-44.093480412954314,red
5423,Le Pont de la Tour,455.94000000000005,638.8700000000001,,,Revenue,182.93000000000006,40.12150721586175,lime,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,638.8700000000001,455.94000000000005,182.93000000000006,40.12150721586175,limegreen
5424,Le Pont de la Tour,1339.1699999999998,949.5999999999999,,,Revenue,-389.56999999999994,-29.090406744476056,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,949.5999999999999,1339.1699999999998,-389.56999999999994,-29.090406744476056,red
5425,Le Pont de la Tour,981.83,968.02,,,Revenue,-13.81000000000006,-1.4065571432936514,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,968.02,981.83,-13.81000000000006,-1.4065571432936514,red
